,Id_IE,Id_Car,Id_Se,Id_Par,Id_Can,Id_Pro
15,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c0dc-74f4-11ed-9ec6-0242ac1c000c,190442ec-74f5-11ed-b0b8-0242ac1c000c,359d0fe0-74f7-11ed-a487-0242ac1c000c,8c050f22-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
16,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c17c-74f4-11ed-9ec6-0242ac1c000c,190444a4-74f5-11ed-b0b8-0242ac1c000c,359d1080-74f7-11ed-a487-0242ac1c000c,8c050f86-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
17,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c226-74f4-11ed-9ec6-0242ac1c000c,190445c6-74f5-11ed-b0b8-0242ac1c000c,359d1116-74f7-11ed-a487-0242ac1c000c,8c050ff4-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
18,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c2d0-74f4-11ed-9ec6-0242ac1c000c,190446ca-74f5-11ed-b0b8-0242ac1c000c,359d11ac-74f7-11ed-a487-0242ac1c000c,8c051058-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
19,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c398-74f4-11ed-9ec6-0242ac1c000c,190447ce-74f5-11ed-b0b8-0242ac1c000c,359d1242-74f7-11ed-a487-0242ac1c000c,8c0510c6-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
20,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c442-74f4-11ed-9ec6-0242ac1c000c,190448c8-74f5-11ed-b0b8-0242ac1c000c,359d13a0-74f7-11ed-a487-0242ac1c000c,8c051120-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
21,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c4f6-74f4-11ed-9ec6-0242ac1c000c,190449b8-74f5-11ed-b0b8-0242ac1c000c,359d14fe-74f7-11ed-a487-0242ac1c000c,8c051184-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
22,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c5aa-74f4-11ed-9ec6-0242ac1c000c,19044abc-74f5-11ed-b0b8-0242ac1c000c,359d15a8-74f7-11ed-a487-0242ac1c000c,8c0511f2-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
23,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c654-74f4-11ed-9ec6-0242ac1c000c,19044bc0-74f5-11ed-b0b8-0242ac1c000c,359d1648-74f7-11ed-a487-0242ac1c000c,8c051256-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
24,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c6fe-74f4-11ed-9ec6-0242ac1c000c,19044cb0-74f5-11ed-b0b8-0242ac1c000c,359d16e8-74f7-11ed-a487-0242ac1c000c,8c0512d8-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
25,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c7bc-74f4-11ed-9ec6-0242ac1c000c,19044d96-74f5-11ed-b0b8-0242ac1c000c,359d1800-74f7-11ed-a487-0242ac1c000c,8c051346-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
26,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c870-74f4-11ed-9ec6-0242ac1c000c,19044e90-74f5-11ed-b0b8-0242ac1c000c,359d1896-74f7-11ed-a487-0242ac1c000c,8c0513aa-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
27,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c924-74f4-11ed-9ec6-0242ac1c000c,19044f8a-74f5-11ed-b0b8-0242ac1c000c,359d192c-74f7-11ed-a487-0242ac1c000c,8c05140e-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
28,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7c9ce-74f4-11ed-9ec6-0242ac1c000c,1904507a-74f5-11ed-b0b8-0242ac1c000c,359d19c2-74f7-11ed-a487-0242ac1c000c,8c051774-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
29,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7ca78-74f4-11ed-9ec6-0242ac1c000c,1904516a-74f5-11ed-b0b8-0242ac1c000c,359d1aa8-74f7-11ed-a487-0242ac1c000c,8c0517f6-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
30,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7cb22-74f4-11ed-9ec6-0242ac1c000c,1904525a-74f5-11ed-b0b8-0242ac1c000c,359d1b3e-74f7-11ed-a487-0242ac1c000c,8c051850-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
31,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7cc76-74f4-11ed-9ec6-0242ac1c000c,19045340-74f5-11ed-b0b8-0242ac1c000c,359d1bd4-74f7-11ed-a487-0242ac1c000c,8c0518b4-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
32,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7cd2a-74f4-11ed-9ec6-0242ac1c000c,1904544e-74f5-11ed-b0b8-0242ac1c000c,359d1c6a-74f7-11ed-a487-0242ac1c000c,8c051918-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
33,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7cdd4-74f4-11ed-9ec6-0242ac1c000c,19045552-74f5-11ed-b0b8-0242ac1c000c,359d1cf6-74f7-11ed-a487-0242ac1c000c,8c051972-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
34,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7ce74-74f4-11ed-9ec6-0242ac1c000c,19045656-74f5-11ed-b0b8-0242ac1c000c,359d1d8c-74f7-11ed-a487-0242ac1c000c,8c0519d6-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
35,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7cf32-74f4-11ed-9ec6-0242ac1c000c,190457d2-74f5-11ed-b0b8-0242ac1c000c,359d1e22-74f7-11ed-a487-0242ac1c000c,8c051a3a-74f7-11ed-884d-0242ac1c000c,5d69f718-74f7-11ed-8d69-0242ac1c000c
36,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7cfe6-74f4-11ed-9ec6-0242ac1c000c,190458d6-74f5-11ed-b0b8-0242ac1c000c,359d1eb8-74f7-11ed-a487-0242ac1c000c,8c051aa8-74f7-11ed-884d-0242ac1c000c,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
37,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d09a-74f4-11ed-9ec6-0242ac1c000c,190459c6-74f5-11ed-b0b8-0242ac1c000c,359d1f4e-74f7-11ed-a487-0242ac1c000c,8c051b02-74f7-11ed-884d-0242ac1c000c,5d69f826-74f7-11ed-8d69-0242ac1c000c
38,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d144-74f4-11ed-9ec6-0242ac1c000c,19045ab6-74f5-11ed-b0b8-0242ac1c000c,359d1fe4-74f7-11ed-a487-0242ac1c000c,8c051b66-74f7-11ed-884d-0242ac1c000c,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
39,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d45a-74f4-11ed-9ec6-0242ac1c000c,19045bba-74f5-11ed-b0b8-0242ac1c000c,359d207a-74f7-11ed-a487-0242ac1c000c,8c051bca-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
40,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d586-74f4-11ed-9ec6-0242ac1c000c,19045caa-74f5-11ed-b0b8-0242ac1c000c,359d2110-74f7-11ed-a487-0242ac1c000c,8c051c2e-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
41,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d63a-74f4-11ed-9ec6-0242ac1c000c,19045d9a-74f5-11ed-b0b8-0242ac1c000c,359d219c-74f7-11ed-a487-0242ac1c000c,8c051c88-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
42,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d7d4-74f4-11ed-9ec6-0242ac1c000c,19045e94-74f5-11ed-b0b8-0242ac1c000c,359d2232-74f7-11ed-a487-0242ac1c000c,8c051cf6-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
43,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d892-74f4-11ed-9ec6-0242ac1c000c,19045f98-74f5-11ed-b0b8-0242ac1c000c,359d22c8-74f7-11ed-a487-0242ac1c000c,8c051d5a-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
44,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d93c-74f4-11ed-9ec6-0242ac1c000c,19046088-74f5-11ed-b0b8-0242ac1c000c,359d235e-74f7-11ed-a487-0242ac1c000c,8c051dbe-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
45,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7d9e6-74f4-11ed-9ec6-0242ac1c000c,19046182-74f5-11ed-b0b8-0242ac1c000c,359d23ea-74f7-11ed-a487-0242ac1c000c,8c051e18-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
46,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7db1c-74f4-11ed-9ec6-0242ac1c000c,1904627c-74f5-11ed-b0b8-0242ac1c000c,359d24b2-74f7-11ed-a487-0242ac1c000c,8c051e7c-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
47,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7dbd0-74f4-11ed-9ec6-0242ac1c000c,1904638a-74f5-11ed-b0b8-0242ac1c000c,359d257a-74f7-11ed-a487-0242ac1c000c,8c051ed6-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
48,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7dc7a-74f4-11ed-9ec6-0242ac1c000c,19046484-74f5-11ed-b0b8-0242ac1c000c,359d25fc-74f7-11ed-a487-0242ac1c000c,8c051f3a-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
49,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7dd38-74f4-11ed-9ec6-0242ac1c000c,19046574-74f5-11ed-b0b8-0242ac1c000c,359d267e-74f7-11ed-a487-0242ac1c000c,8c051f94-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
50,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7dea0-74f4-11ed-9ec6-0242ac1c000c,19046664-74f5-11ed-b0b8-0242ac1c000c,359d2700-74f7-11ed-a487-0242ac1c000c,8c051ff8-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
51,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7df5e-74f4-11ed-9ec6-0242ac1c000c,1904675e-74f5-11ed-b0b8-0242ac1c000c,359d278c-74f7-11ed-a487-0242ac1c000c,8c052052-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
52,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e008-74f4-11ed-9ec6-0242ac1c000c,1904686c-74f5-11ed-b0b8-0242ac1c000c,359d280e-74f7-11ed-a487-0242ac1c000c,8c0520b6-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
53,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e134-74f4-11ed-9ec6-0242ac1c000c,19046966-74f5-11ed-b0b8-0242ac1c000c,359d2890-74f7-11ed-a487-0242ac1c000c,8c05211a-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
54,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e1e8-74f4-11ed-9ec6-0242ac1c000c,19046aec-74f5-11ed-b0b8-0242ac1c000c,359d291c-74f7-11ed-a487-0242ac1c000c,8c05217e-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
55,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e2e2-74f4-11ed-9ec6-0242ac1c000c,19046c22-74f5-11ed-b0b8-0242ac1c000c,359d29b2-74f7-11ed-a487-0242ac1c000c,8c0521e2-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
56,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e396-74f4-11ed-9ec6-0242ac1c000c,19046d26-74f5-11ed-b0b8-0242ac1c000c,359d2a52-74f7-11ed-a487-0242ac1c000c,8c052246-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
57,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e4e0-74f4-11ed-9ec6-0242ac1c000c,19046e20-74f5-11ed-b0b8-0242ac1c000c,359d2ae8-74f7-11ed-a487-0242ac1c000c,8c0522aa-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
58,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e580-74f4-11ed-9ec6-0242ac1c000c,19046f7e-74f5-11ed-b0b8-0242ac1c000c,359d2b74-74f7-11ed-a487-0242ac1c000c,8c05230e-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
59,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e63e-74f4-11ed-9ec6-0242ac1c000c,190470aa-74f5-11ed-b0b8-0242ac1c000c,359d2c0a-74f7-11ed-a487-0242ac1c000c,8c052372-74f7-11ed-884d-0242ac1c000c,5d69f718-74f7-11ed-8d69-0242ac1c000c
60,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e774-74f4-11ed-9ec6-0242ac1c000c,190471a4-74f5-11ed-b0b8-0242ac1c000c,359d2d7c-74f7-11ed-a487-0242ac1c000c,8c0523d6-74f7-11ed-884d-0242ac1c000c,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
61,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e828-74f4-11ed-9ec6-0242ac1c000c,19047294-74f5-11ed-b0b8-0242ac1c000c,359d2e1c-74f7-11ed-a487-0242ac1c000c,8c052430-74f7-11ed-884d-0242ac1c000c,5d69f826-74f7-11ed-8d69-0242ac1c000c
62,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e8e6-74f4-11ed-9ec6-0242ac1c000c,1904738e-74f5-11ed-b0b8-0242ac1c000c,359d2eb2-74f7-11ed-a487-0242ac1c000c,8c052494-74f7-11ed-884d-0242ac1c000c,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
63,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7e99a-74f4-11ed-9ec6-0242ac1c000c,19047474-74f5-11ed-b0b8-0242ac1c000c,359d2f98-74f7-11ed-a487-0242ac1c000c,8c0524f8-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
64,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7ead0-74f4-11ed-9ec6-0242ac1c000c,19047564-74f5-11ed-b0b8-0242ac1c000c,359d3024-74f7-11ed-a487-0242ac1c000c,8c05255c-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
65,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7eb84-74f4-11ed-9ec6-0242ac1c000c,1904765e-74f5-11ed-b0b8-0242ac1c000c,359d30ba-74f7-11ed-a487-0242ac1c000c,8c0525c0-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
66,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7ec24-74f4-11ed-9ec6-0242ac1c000c,1904774e-74f5-11ed-b0b8-0242ac1c000c,359d313c-74f7-11ed-a487-0242ac1c000c,8c05261a-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
67,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7ecc4-74f4-11ed-9ec6-0242ac1c000c,19047852-74f5-11ed-b0b8-0242ac1c000c,359d31c8-74f7-11ed-a487-0242ac1c000c,8c05267e-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
68,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7ede6-74f4-11ed-9ec6-0242ac1c000c,19047956-74f5-11ed-b0b8-0242ac1c000c,359d3254-74f7-11ed-a487-0242ac1c000c,8c0526e2-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
69,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7eeae-74f4-11ed-9ec6-0242ac1c000c,19047a64-74f5-11ed-b0b8-0242ac1c000c,359d32ea-74f7-11ed-a487-0242ac1c000c,8c05278c-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
70,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7ef62-74f4-11ed-9ec6-0242ac1c000c,19047b54-74f5-11ed-b0b8-0242ac1c000c,359d3380-74f7-11ed-a487-0242ac1c000c,8c0527f0-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
71,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f002-74f4-11ed-9ec6-0242ac1c000c,19047c3a-74f5-11ed-b0b8-0242ac1c000c,359d340c-74f7-11ed-a487-0242ac1c000c,8c052854-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
72,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f124-74f4-11ed-9ec6-0242ac1c000c,19047d20-74f5-11ed-b0b8-0242ac1c000c,359d34a2-74f7-11ed-a487-0242ac1c000c,8c0528b8-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
73,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f1e2-74f4-11ed-9ec6-0242ac1c000c,19047ea6-74f5-11ed-b0b8-0242ac1c000c,359d3542-74f7-11ed-a487-0242ac1c000c,8c052926-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
74,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f39a-74f4-11ed-9ec6-0242ac1c000c,19047fa0-74f5-11ed-b0b8-0242ac1c000c,359d35ce-74f7-11ed-a487-0242ac1c000c,8c052980-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
75,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f458-74f4-11ed-9ec6-0242ac1c000c,190480f4-74f5-11ed-b0b8-0242ac1c000c,359d365a-74f7-11ed-a487-0242ac1c000c,8c0529ee-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
76,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f50c-74f4-11ed-9ec6-0242ac1c000c,1904822a-74f5-11ed-b0b8-0242ac1c000c,359d36f0-74f7-11ed-a487-0242ac1c000c,8c052a48-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
77,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f5c0-74f4-11ed-9ec6-0242ac1c000c,1904832e-74f5-11ed-b0b8-0242ac1c000c,359d3786-74f7-11ed-a487-0242ac1c000c,8c052aac-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
78,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f70a-74f4-11ed-9ec6-0242ac1c000c,1904843c-74f5-11ed-b0b8-0242ac1c000c,359d381c-74f7-11ed-a487-0242ac1c000c,8c052b10-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
79,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f7b4-74f4-11ed-9ec6-0242ac1c000c,1904852c-74f5-11ed-b0b8-0242ac1c000c,359d38b2-74f7-11ed-a487-0242ac1c000c,8c052b9c-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
80,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f85e-74f4-11ed-9ec6-0242ac1c000c,19048612-74f5-11ed-b0b8-0242ac1c000c,359d397a-74f7-11ed-a487-0242ac1c000c,8c052c00-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
81,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7f8fe-74f4-11ed-9ec6-0242ac1c000c,190486f8-74f5-11ed-b0b8-0242ac1c000c,359d3a10-74f7-11ed-a487-0242ac1c000c,8c052c5a-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
82,4a0f0c38-74f4-11ed-be5f-0242ac1c000c,30f7fa34-74f4-11ed-9ec6-0242ac1c000c,190487de-74f5-11ed-b0b8-0242ac1c000c,359d3b0a-74f7-11ed-a487-0242ac1c000c,8c052cbe-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
