,Id_Us,Id_Rol,Id_Per
67,a69c3b7e-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
68,a69c3c32-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
69,a69c3cf0-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
70,a69c91d2-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
71,a69cbdb0-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
72,a69cbf22-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
73,a69cc03a-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
74,a69cc120-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
75,a69cc1e8-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
76,a69cc2a6-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
77,a69cc378-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
78,a69cc44a-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
79,a69cc508-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
80,a69cc5d0-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
81,a69cc698-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
82,a69cc76a-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
83,a69cc828-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
84,a69cc8f0-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
85,a69cc9b8-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
86,a69ccac6-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
87,a69ccb8e-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
88,a69ccc6a-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
89,a69ccd46-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
90,a69cce04-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
91,a69ccecc-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
92,a69ccf8a-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
93,a69cd052-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
94,a69cd11a-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
95,a69cd1e2-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
96,a69cd2a0-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
97,a69cd368-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
98,a69cd426-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
99,a69cd4e4-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
100,a69cd5ac-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
101,a69cd66a-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
102,a69cd732-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
103,a69cd7fa-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
104,a69cd8b8-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
105,a69cd980-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
106,a69d6cc4-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
107,a69d6fbc-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
108,a69d707a-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
109,a69d711a-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
110,a69d71ba-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
111,a69d7246-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
112,a69d72dc-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
113,a69d737c-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
114,a69d7444-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
115,a69d74da-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
116,a69d7570-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
117,a69d7606-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
118,a69d7a0c-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
119,a69d7aac-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
120,a69d7b42-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
121,a69d7bce-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
122,a69d7c64-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
123,a69d7d18-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
124,a69d7dae-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
125,a69d7e44-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
126,a69d7f48-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
127,a69d8006-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
128,a69d80ba-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
129,a69d9244-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
130,a69d93fc-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
131,a69d9492-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
132,a69d9528-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
133,a69d95be-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
134,a69d9654-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
135,a69d96ea-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
136,a69d9776-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
137,a69d980c-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
138,a69d9898-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
139,a69d992e-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
140,a69d99c4-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
141,a69d9a50-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
142,a69d9adc-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
143,a69d9b72-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
144,a69d9c08-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
145,a69dd0f6-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
146,a69dd380-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
147,a69dd47a-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
148,a69dd556-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
149,a69dd6e6-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
150,a69dd7ae-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
151,a69dd880-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
152,a69dd93e-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
153,a69dda06-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
154,a69ddac4-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
155,a69ddb82-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
156,a69ddc2c-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
157,a69dfab8-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
158,a69e2e16-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
159,a69e2f10-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
160,a69e2fba-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
161,a69e3050-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e80a0-74f4-11ed-ba23-0242ac1c000c
162,a69e30e6-74f4-11ed-8c78-0242ac1c000c,e28f4638-74f6-11ed-a001-0242ac1c000c,e10e8154-74f4-11ed-ba23-0242ac1c000c
163,a69e3172-74f4-11ed-8c78-0242ac1c000c,e28f4930-74f6-11ed-a001-0242ac1c000c,e10e81ea-74f4-11ed-ba23-0242ac1c000c
164,a69e3208-74f4-11ed-8c78-0242ac1c000c,e28f49f8-74f6-11ed-a001-0242ac1c000c,e10e7e7a-74f4-11ed-ba23-0242ac1c000c
