,Id_Par,Nombre_Par,Estado_Par,Id_Pro,Id_Can
20,359d13a0-74f7-11ed-a487-0242ac1c000c,Parroquia Baleares,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c051120-74f7-11ed-884d-0242ac1c000c
21,359d14fe-74f7-11ed-a487-0242ac1c000c,Parroquia Melilla,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c051184-74f7-11ed-884d-0242ac1c000c
22,359d15a8-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c0511f2-74f7-11ed-884d-0242ac1c000c
23,359d1648-74f7-11ed-a487-0242ac1c000c,Parroquia León,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c051256-74f7-11ed-884d-0242ac1c000c
24,359d16e8-74f7-11ed-a487-0242ac1c000c,Parroquia Teruel,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c0512d8-74f7-11ed-884d-0242ac1c000c
25,359d1800-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c051346-74f7-11ed-884d-0242ac1c000c
26,359d1896-74f7-11ed-a487-0242ac1c000c,Parroquia Granada,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c0513aa-74f7-11ed-884d-0242ac1c000c
27,359d192c-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c05140e-74f7-11ed-884d-0242ac1c000c
28,359d19c2-74f7-11ed-a487-0242ac1c000c,Parroquia León,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c051774-74f7-11ed-884d-0242ac1c000c
29,359d1aa8-74f7-11ed-a487-0242ac1c000c,Parroquia Huesca,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c0517f6-74f7-11ed-884d-0242ac1c000c
30,359d1b3e-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Activo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c051850-74f7-11ed-884d-0242ac1c000c
31,359d1bd4-74f7-11ed-a487-0242ac1c000c,Parroquia Baleares,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c0518b4-74f7-11ed-884d-0242ac1c000c
32,359d1c6a-74f7-11ed-a487-0242ac1c000c,Parroquia Burgos,Activo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c051918-74f7-11ed-884d-0242ac1c000c
33,359d1cf6-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c051972-74f7-11ed-884d-0242ac1c000c
34,359d1d8c-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c0519d6-74f7-11ed-884d-0242ac1c000c
35,359d1e22-74f7-11ed-a487-0242ac1c000c,Parroquia Huesca,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c051a3a-74f7-11ed-884d-0242ac1c000c
36,359d1eb8-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c051aa8-74f7-11ed-884d-0242ac1c000c
37,359d1f4e-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c051b02-74f7-11ed-884d-0242ac1c000c
38,359d1fe4-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c051b66-74f7-11ed-884d-0242ac1c000c
39,359d207a-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c051bca-74f7-11ed-884d-0242ac1c000c
40,359d2110-74f7-11ed-a487-0242ac1c000c,Parroquia Madrid,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c051c2e-74f7-11ed-884d-0242ac1c000c
41,359d219c-74f7-11ed-a487-0242ac1c000c,Parroquia Madrid,Activo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c051c88-74f7-11ed-884d-0242ac1c000c
42,359d2232-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c051cf6-74f7-11ed-884d-0242ac1c000c
43,359d22c8-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c051d5a-74f7-11ed-884d-0242ac1c000c
44,359d235e-74f7-11ed-a487-0242ac1c000c,Parroquia Baleares,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c051dbe-74f7-11ed-884d-0242ac1c000c
45,359d23ea-74f7-11ed-a487-0242ac1c000c,Parroquia Melilla,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c051e18-74f7-11ed-884d-0242ac1c000c
46,359d24b2-74f7-11ed-a487-0242ac1c000c,Parroquia Soria,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c051e7c-74f7-11ed-884d-0242ac1c000c
47,359d257a-74f7-11ed-a487-0242ac1c000c,Parroquia Toledo,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c051ed6-74f7-11ed-884d-0242ac1c000c
48,359d25fc-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c051f3a-74f7-11ed-884d-0242ac1c000c
49,359d267e-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c051f94-74f7-11ed-884d-0242ac1c000c
50,359d2700-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c051ff8-74f7-11ed-884d-0242ac1c000c
51,359d278c-74f7-11ed-a487-0242ac1c000c,Parroquia Teruel,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c052052-74f7-11ed-884d-0242ac1c000c
52,359d280e-74f7-11ed-a487-0242ac1c000c,Parroquia Guipúzcoa,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c0520b6-74f7-11ed-884d-0242ac1c000c
53,359d2890-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c05211a-74f7-11ed-884d-0242ac1c000c
54,359d291c-74f7-11ed-a487-0242ac1c000c,Parroquia Ourense,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c05217e-74f7-11ed-884d-0242ac1c000c
55,359d29b2-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c0521e2-74f7-11ed-884d-0242ac1c000c
56,359d2a52-74f7-11ed-a487-0242ac1c000c,Parroquia Navarra,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c052246-74f7-11ed-884d-0242ac1c000c
57,359d2ae8-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c0522aa-74f7-11ed-884d-0242ac1c000c
58,359d2b74-74f7-11ed-a487-0242ac1c000c,Parroquia Salamanca,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c05230e-74f7-11ed-884d-0242ac1c000c
59,359d2c0a-74f7-11ed-a487-0242ac1c000c,Parroquia Pontevedra,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c052372-74f7-11ed-884d-0242ac1c000c
60,359d2d7c-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c0523d6-74f7-11ed-884d-0242ac1c000c
61,359d2e1c-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c052430-74f7-11ed-884d-0242ac1c000c
62,359d2eb2-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c052494-74f7-11ed-884d-0242ac1c000c
63,359d2f98-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c0524f8-74f7-11ed-884d-0242ac1c000c
64,359d3024-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c05255c-74f7-11ed-884d-0242ac1c000c
65,359d30ba-74f7-11ed-a487-0242ac1c000c,Parroquia Córdoba,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c0525c0-74f7-11ed-884d-0242ac1c000c
66,359d313c-74f7-11ed-a487-0242ac1c000c,Parroquia Valencia,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c05261a-74f7-11ed-884d-0242ac1c000c
67,359d31c8-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c05267e-74f7-11ed-884d-0242ac1c000c
68,359d3254-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c0526e2-74f7-11ed-884d-0242ac1c000c
69,359d32ea-74f7-11ed-a487-0242ac1c000c,Parroquia Santa Cruz de Tenerife,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c05278c-74f7-11ed-884d-0242ac1c000c
70,359d3380-74f7-11ed-a487-0242ac1c000c,Parroquia Teruel,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c0527f0-74f7-11ed-884d-0242ac1c000c
71,359d340c-74f7-11ed-a487-0242ac1c000c,Parroquia Vizcaya,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c052854-74f7-11ed-884d-0242ac1c000c
72,359d34a2-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c0528b8-74f7-11ed-884d-0242ac1c000c
73,359d3542-74f7-11ed-a487-0242ac1c000c,Parroquia Madrid,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c052926-74f7-11ed-884d-0242ac1c000c
74,359d35ce-74f7-11ed-a487-0242ac1c000c,Parroquia Ourense,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c052980-74f7-11ed-884d-0242ac1c000c
75,359d365a-74f7-11ed-a487-0242ac1c000c,Parroquia Almería,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c0529ee-74f7-11ed-884d-0242ac1c000c
76,359d36f0-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c052a48-74f7-11ed-884d-0242ac1c000c
77,359d3786-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c052aac-74f7-11ed-884d-0242ac1c000c
78,359d381c-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Activo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c052b10-74f7-11ed-884d-0242ac1c000c
79,359d38b2-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c052b9c-74f7-11ed-884d-0242ac1c000c
80,359d397a-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c052c00-74f7-11ed-884d-0242ac1c000c
81,359d3a10-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c052c5a-74f7-11ed-884d-0242ac1c000c
82,359d3b0a-74f7-11ed-a487-0242ac1c000c,Parroquia Cuenca,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c052cbe-74f7-11ed-884d-0242ac1c000c
83,359d3baa-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c052d18-74f7-11ed-884d-0242ac1c000c
84,359d3c40-74f7-11ed-a487-0242ac1c000c,Parroquia Ourense,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c052d7c-74f7-11ed-884d-0242ac1c000c
85,359d3cd6-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c052de0-74f7-11ed-884d-0242ac1c000c
86,359d3d6c-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c052e3a-74f7-11ed-884d-0242ac1c000c
87,359d3e02-74f7-11ed-a487-0242ac1c000c,Parroquia León,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c052e9e-74f7-11ed-884d-0242ac1c000c
88,359d3e98-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c052ef8-74f7-11ed-884d-0242ac1c000c
89,359d3fe2-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c052f5c-74f7-11ed-884d-0242ac1c000c
90,359d408c-74f7-11ed-a487-0242ac1c000c,Parroquia Huelva,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c052fc0-74f7-11ed-884d-0242ac1c000c
91,359d412c-74f7-11ed-a487-0242ac1c000c,Parroquia Huesca,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c053024-74f7-11ed-884d-0242ac1c000c
92,359d41cc-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c05307e-74f7-11ed-884d-0242ac1c000c
93,359d426c-74f7-11ed-a487-0242ac1c000c,Parroquia Palencia,Activo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c0530e2-74f7-11ed-884d-0242ac1c000c
94,359d430c-74f7-11ed-a487-0242ac1c000c,Parroquia Melilla,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c05313c-74f7-11ed-884d-0242ac1c000c
95,359d43ac-74f7-11ed-a487-0242ac1c000c,Parroquia Tarragona,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c0531a0-74f7-11ed-884d-0242ac1c000c
96,359d444c-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c05322c-74f7-11ed-884d-0242ac1c000c
97,359d4528-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c0532a4-74f7-11ed-884d-0242ac1c000c
98,359d45d2-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c0532fe-74f7-11ed-884d-0242ac1c000c
99,359d4672-74f7-11ed-a487-0242ac1c000c,Parroquia Navarra,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c05336c-74f7-11ed-884d-0242ac1c000c
100,359d4712-74f7-11ed-a487-0242ac1c000c,Parroquia Badajoz,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c0533d0-74f7-11ed-884d-0242ac1c000c
101,359d47b2-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c053434-74f7-11ed-884d-0242ac1c000c
102,359d483e-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c053498-74f7-11ed-884d-0242ac1c000c
103,359d48d4-74f7-11ed-a487-0242ac1c000c,Parroquia Toledo,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c0534fc-74f7-11ed-884d-0242ac1c000c
104,359d4960-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c053556-74f7-11ed-884d-0242ac1c000c
105,359d49f6-74f7-11ed-a487-0242ac1c000c,Parroquia Almería,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c0535ba-74f7-11ed-884d-0242ac1c000c
106,359d4a82-74f7-11ed-a487-0242ac1c000c,Parroquia Álava,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c05361e-74f7-11ed-884d-0242ac1c000c
107,359d4b2c-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c053682-74f7-11ed-884d-0242ac1c000c
108,359d4bc2-74f7-11ed-a487-0242ac1c000c,Parroquia Baleares,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c0536f0-74f7-11ed-884d-0242ac1c000c
109,359d4c62-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c053754-74f7-11ed-884d-0242ac1c000c
110,359d4d20-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c0537b8-74f7-11ed-884d-0242ac1c000c
111,359d4db6-74f7-11ed-a487-0242ac1c000c,Parroquia Guadalajara,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c05381c-74f7-11ed-884d-0242ac1c000c
112,359d4e42-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c053880-74f7-11ed-884d-0242ac1c000c
113,359d5342-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c053902-74f7-11ed-884d-0242ac1c000c
114,359d54b4-74f7-11ed-a487-0242ac1c000c,Parroquia Santa Cruz de Tenerife,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c05395c-74f7-11ed-884d-0242ac1c000c
115,359d5568-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c0539c0-74f7-11ed-884d-0242ac1c000c
116,359d5612-74f7-11ed-a487-0242ac1c000c,Parroquia Ciudad,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c053a24-74f7-11ed-884d-0242ac1c000c
117,359d56a8-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c053a88-74f7-11ed-884d-0242ac1c000c
118,359d573e-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c053ae2-74f7-11ed-884d-0242ac1c000c
119,359d57d4-74f7-11ed-a487-0242ac1c000c,Parroquia Melilla,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c053b46-74f7-11ed-884d-0242ac1c000c
120,359d586a-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c053c40-74f7-11ed-884d-0242ac1c000c
121,359d5900-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c053ce0-74f7-11ed-884d-0242ac1c000c
122,359d59a0-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c053d4e-74f7-11ed-884d-0242ac1c000c
123,359d5a40-74f7-11ed-a487-0242ac1c000c,Parroquia Soria,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c053db2-74f7-11ed-884d-0242ac1c000c
124,359d5ad6-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c053e0c-74f7-11ed-884d-0242ac1c000c
125,359d5b6c-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c053e70-74f7-11ed-884d-0242ac1c000c
126,359d5c02-74f7-11ed-a487-0242ac1c000c,Parroquia Navarra,Activo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c053eca-74f7-11ed-884d-0242ac1c000c
127,359d5ca2-74f7-11ed-a487-0242ac1c000c,Parroquia Salamanca,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c053f2e-74f7-11ed-884d-0242ac1c000c
128,359d5d38-74f7-11ed-a487-0242ac1c000c,Parroquia Ávila,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c053f92-74f7-11ed-884d-0242ac1c000c
129,359d5dce-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c053fec-74f7-11ed-884d-0242ac1c000c
130,359d5e6e-74f7-11ed-a487-0242ac1c000c,Parroquia Teruel,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c054078-74f7-11ed-884d-0242ac1c000c
131,359d5f40-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c0540dc-74f7-11ed-884d-0242ac1c000c
132,359d5fd6-74f7-11ed-a487-0242ac1c000c,Parroquia Valencia,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c054136-74f7-11ed-884d-0242ac1c000c
133,359d606c-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c054244-74f7-11ed-884d-0242ac1c000c
134,359d6102-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c0542a8-74f7-11ed-884d-0242ac1c000c
135,359d6198-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c054316-74f7-11ed-884d-0242ac1c000c
136,359d6238-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c05437a-74f7-11ed-884d-0242ac1c000c
137,359d62ce-74f7-11ed-a487-0242ac1c000c,Parroquia Salamanca,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c0543de-74f7-11ed-884d-0242ac1c000c
138,359d6364-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c054442-74f7-11ed-884d-0242ac1c000c
139,359d63fa-74f7-11ed-a487-0242ac1c000c,Parroquia Granada,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c0544a6-74f7-11ed-884d-0242ac1c000c
140,359d649a-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c05450a-74f7-11ed-884d-0242ac1c000c
141,359d6530-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c05456e-74f7-11ed-884d-0242ac1c000c
