,ID_Exa,Fecha_Exa,Estado_Exa,Puntaje_Exa
99,8c26eb72-74f4-11ed-9ddf-0242ac1c000c,2022-05-21,Inactivo,643
100,8c26ec26-74f4-11ed-9ddf-0242ac1c000c,2022-08-06,Activo,781
101,8c26ed34-74f4-11ed-9ddf-0242ac1c000c,2022-01-09,Inactivo,661
102,8c26ede8-74f4-11ed-9ddf-0242ac1c000c,2022-08-11,Inactivo,658
103,8c26ee9c-74f4-11ed-9ddf-0242ac1c000c,2022-04-10,Inactivo,654
104,8c26ef5a-74f4-11ed-9ddf-0242ac1c000c,2022-03-23,Inactivo,945
105,8c26f004-74f4-11ed-9ddf-0242ac1c000c,2022-03-19,Activo,984
106,8c26f0c2-74f4-11ed-9ddf-0242ac1c000c,2022-08-24,Inactivo,484
107,8c26f180-74f4-11ed-9ddf-0242ac1c000c,2022-04-03,Activo,943
108,8c26f234-74f4-11ed-9ddf-0242ac1c000c,2022-11-19,Activo,898
109,8c26f2de-74f4-11ed-9ddf-0242ac1c000c,2022-02-05,Inactivo,434
110,8c26f392-74f4-11ed-9ddf-0242ac1c000c,2022-07-09,Activo,944
111,8c26f4b4-74f4-11ed-9ddf-0242ac1c000c,2022-06-10,Activo,996
112,8c26f572-74f4-11ed-9ddf-0242ac1c000c,2022-03-01,Activo,639
113,8c26f626-74f4-11ed-9ddf-0242ac1c000c,2022-03-03,Activo,432
114,8c26f720-74f4-11ed-9ddf-0242ac1c000c,2022-01-03,Activo,606
115,8c26f7de-74f4-11ed-9ddf-0242ac1c000c,2022-07-12,Activo,425
116,8c26f888-74f4-11ed-9ddf-0242ac1c000c,2022-03-25,Inactivo,834
117,8c26f93c-74f4-11ed-9ddf-0242ac1c000c,2022-07-01,Activo,467
118,8c26fa36-74f4-11ed-9ddf-0242ac1c000c,2022-06-26,Inactivo,577
119,8c26faf4-74f4-11ed-9ddf-0242ac1c000c,2022-06-03,Inactivo,523
120,8c26fbb2-74f4-11ed-9ddf-0242ac1c000c,2022-02-26,Inactivo,949
121,8c26fc66-74f4-11ed-9ddf-0242ac1c000c,2022-03-29,Activo,828
122,8c26fd24-74f4-11ed-9ddf-0242ac1c000c,2022-01-08,Inactivo,530
123,8c26fdce-74f4-11ed-9ddf-0242ac1c000c,2022-09-29,Inactivo,977
124,8c26fe82-74f4-11ed-9ddf-0242ac1c000c,2022-01-28,Inactivo,414
125,8c26ff36-74f4-11ed-9ddf-0242ac1c000c,2022-01-30,Activo,822
126,8c26ffea-74f4-11ed-9ddf-0242ac1c000c,2022-10-30,Inactivo,971
127,8c2700b2-74f4-11ed-9ddf-0242ac1c000c,2022-02-14,Activo,525
128,8c27015c-74f4-11ed-9ddf-0242ac1c000c,2022-09-12,Inactivo,894
129,8c27021a-74f4-11ed-9ddf-0242ac1c000c,2022-09-21,Inactivo,844
130,8c2702ce-74f4-11ed-9ddf-0242ac1c000c,2022-09-04,Activo,625
131,8c270382-74f4-11ed-9ddf-0242ac1c000c,2022-08-10,Inactivo,421
132,8c270440-74f4-11ed-9ddf-0242ac1c000c,2022-05-24,Activo,810
133,8c2704f4-74f4-11ed-9ddf-0242ac1c000c,2022-11-21,Activo,976
134,8c27059e-74f4-11ed-9ddf-0242ac1c000c,2022-10-18,Inactivo,526
135,8c270698-74f4-11ed-9ddf-0242ac1c000c,2022-09-11,Activo,465
136,8c27074c-74f4-11ed-9ddf-0242ac1c000c,2022-09-01,Activo,838
137,8c270896-74f4-11ed-9ddf-0242ac1c000c,2022-08-09,Activo,843
138,8c270986-74f4-11ed-9ddf-0242ac1c000c,2022-11-12,Activo,599
139,8c270a44-74f4-11ed-9ddf-0242ac1c000c,2022-03-23,Activo,929
140,8c270b02-74f4-11ed-9ddf-0242ac1c000c,2022-04-08,Activo,866
141,8c270bc0-74f4-11ed-9ddf-0242ac1c000c,2022-08-10,Activo,415
142,8c270c74-74f4-11ed-9ddf-0242ac1c000c,2022-07-04,Activo,414
143,8c270d28-74f4-11ed-9ddf-0242ac1c000c,2022-07-20,Inactivo,806
144,8c270ddc-74f4-11ed-9ddf-0242ac1c000c,2022-11-05,Activo,487
145,8c270e90-74f4-11ed-9ddf-0242ac1c000c,2022-11-09,Inactivo,868
146,8c270f4e-74f4-11ed-9ddf-0242ac1c000c,2022-07-05,Inactivo,667
147,8c270ff8-74f4-11ed-9ddf-0242ac1c000c,2022-11-10,Activo,661
148,8c2710ac-74f4-11ed-9ddf-0242ac1c000c,2022-10-12,Inactivo,659
149,8c2711e2-74f4-11ed-9ddf-0242ac1c000c,2022-04-11,Inactivo,690
150,8c2712a0-74f4-11ed-9ddf-0242ac1c000c,2022-09-18,Inactivo,592
151,8c27134a-74f4-11ed-9ddf-0242ac1c000c,2022-11-23,Activo,434
152,8c271444-74f4-11ed-9ddf-0242ac1c000c,2022-04-14,Inactivo,523
153,8c271502-74f4-11ed-9ddf-0242ac1c000c,2022-06-04,Activo,575
154,8c2715b6-74f4-11ed-9ddf-0242ac1c000c,2022-10-09,Activo,739
155,8c27166a-74f4-11ed-9ddf-0242ac1c000c,2022-10-31,Inactivo,868
156,8c27171e-74f4-11ed-9ddf-0242ac1c000c,2022-08-06,Activo,851
157,8c2717d2-74f4-11ed-9ddf-0242ac1c000c,2022-02-20,Inactivo,909
158,8c271886-74f4-11ed-9ddf-0242ac1c000c,2022-10-25,Inactivo,611
159,8c271944-74f4-11ed-9ddf-0242ac1c000c,2022-09-20,Activo,930
160,8c2719ee-74f4-11ed-9ddf-0242ac1c000c,2022-06-24,Activo,702
161,8c271aa2-74f4-11ed-9ddf-0242ac1c000c,2022-04-27,Inactivo,661
162,8c271b56-74f4-11ed-9ddf-0242ac1c000c,2022-04-19,Activo,452
163,8c271c00-74f4-11ed-9ddf-0242ac1c000c,2022-04-10,Activo,990
164,8c271caa-74f4-11ed-9ddf-0242ac1c000c,2022-03-26,Activo,752
165,8c271d54-74f4-11ed-9ddf-0242ac1c000c,2022-05-11,Activo,821
166,8c271e44-74f4-11ed-9ddf-0242ac1c000c,2022-11-12,Inactivo,779
167,8c271f02-74f4-11ed-9ddf-0242ac1c000c,2022-05-30,Inactivo,921
168,8c271fb6-74f4-11ed-9ddf-0242ac1c000c,2022-10-08,Activo,413
169,8c2720b0-74f4-11ed-9ddf-0242ac1c000c,2022-11-10,Activo,749
170,8c272178-74f4-11ed-9ddf-0242ac1c000c,2022-02-17,Activo,446
171,8c272236-74f4-11ed-9ddf-0242ac1c000c,2022-10-23,Inactivo,639
172,8c2722e0-74f4-11ed-9ddf-0242ac1c000c,2022-03-01,Inactivo,744
173,8c272394-74f4-11ed-9ddf-0242ac1c000c,2022-07-12,Inactivo,789
174,8c272452-74f4-11ed-9ddf-0242ac1c000c,2022-05-01,Inactivo,758
175,8c272506-74f4-11ed-9ddf-0242ac1c000c,2022-01-19,Inactivo,807
176,8c2725ba-74f4-11ed-9ddf-0242ac1c000c,2022-11-10,Activo,897
177,8c27266e-74f4-11ed-9ddf-0242ac1c000c,2022-11-16,Activo,895
178,8c272722-74f4-11ed-9ddf-0242ac1c000c,2022-06-26,Activo,581
179,8c2727cc-74f4-11ed-9ddf-0242ac1c000c,2022-04-21,Inactivo,883
180,8c272880-74f4-11ed-9ddf-0242ac1c000c,2022-09-12,Activo,486
181,8c272934-74f4-11ed-9ddf-0242ac1c000c,2022-01-09,Activo,670
182,8c2729de-74f4-11ed-9ddf-0242ac1c000c,2022-09-14,Inactivo,542
183,8c272a9c-74f4-11ed-9ddf-0242ac1c000c,2022-09-08,Inactivo,840
184,8c272b50-74f4-11ed-9ddf-0242ac1c000c,2022-09-16,Inactivo,772
185,8c272bfa-74f4-11ed-9ddf-0242ac1c000c,2022-11-03,Inactivo,894
186,8c272cfe-74f4-11ed-9ddf-0242ac1c000c,2022-08-14,Activo,706
187,8c272db2-74f4-11ed-9ddf-0242ac1c000c,2022-02-04,Activo,965
188,8c272e66-74f4-11ed-9ddf-0242ac1c000c,2022-09-22,Activo,738
189,8c272f92-74f4-11ed-9ddf-0242ac1c000c,2022-03-23,Inactivo,710
190,8c273064-74f4-11ed-9ddf-0242ac1c000c,2022-11-09,Activo,958
191,8c273118-74f4-11ed-9ddf-0242ac1c000c,2022-09-18,Inactivo,688
192,8c2731d6-74f4-11ed-9ddf-0242ac1c000c,2022-06-03,Activo,919
193,8c27328a-74f4-11ed-9ddf-0242ac1c000c,2022-06-20,Inactivo,618
194,8c27333e-74f4-11ed-9ddf-0242ac1c000c,2022-09-20,Activo,471
195,8c2733e8-74f4-11ed-9ddf-0242ac1c000c,2022-04-05,Activo,794
196,8c27349c-74f4-11ed-9ddf-0242ac1c000c,2022-09-01,Activo,584
197,8c273546-74f4-11ed-9ddf-0242ac1c000c,2022-11-08,Activo,508
198,8c2735fa-74f4-11ed-9ddf-0242ac1c000c,2022-09-29,Activo,610
199,8c2736ae-74f4-11ed-9ddf-0242ac1c000c,2022-07-22,Inactivo,782
200,8c273762-74f4-11ed-9ddf-0242ac1c000c,2022-11-30,Activo,517
201,8c273816-74f4-11ed-9ddf-0242ac1c000c,2022-01-05,Inactivo,745
202,8c2738f2-74f4-11ed-9ddf-0242ac1c000c,2022-10-27,Inactivo,484
203,8c2739ec-74f4-11ed-9ddf-0242ac1c000c,2022-03-17,Inactivo,808
204,8c273aaa-74f4-11ed-9ddf-0242ac1c000c,2022-06-04,Inactivo,627
205,8c273b68-74f4-11ed-9ddf-0242ac1c000c,2022-05-10,Activo,450
206,8c273c1c-74f4-11ed-9ddf-0242ac1c000c,2022-11-23,Activo,410
207,8c273cd0-74f4-11ed-9ddf-0242ac1c000c,2022-10-06,Activo,464
208,8c273d84-74f4-11ed-9ddf-0242ac1c000c,2022-02-28,Inactivo,694
209,8c273e42-74f4-11ed-9ddf-0242ac1c000c,2022-05-14,Activo,416
210,8c273ef6-74f4-11ed-9ddf-0242ac1c000c,2022-10-15,Inactivo,572
211,8c273fb4-74f4-11ed-9ddf-0242ac1c000c,2022-03-02,Inactivo,596
212,8c274068-74f4-11ed-9ddf-0242ac1c000c,2022-08-10,Activo,521
213,8c274112-74f4-11ed-9ddf-0242ac1c000c,2022-06-24,Inactivo,761
214,8c2741c6-74f4-11ed-9ddf-0242ac1c000c,2022-04-08,Inactivo,623
215,8c27427a-74f4-11ed-9ddf-0242ac1c000c,2022-09-06,Activo,648
216,8c27432e-74f4-11ed-9ddf-0242ac1c000c,2022-11-02,Activo,675
217,8c2743e2-74f4-11ed-9ddf-0242ac1c000c,2022-05-04,Inactivo,597
218,8c274496-74f4-11ed-9ddf-0242ac1c000c,2022-01-24,Inactivo,629
219,8c2745a4-74f4-11ed-9ddf-0242ac1c000c,2022-06-11,Activo,573
220,8c27469e-74f4-11ed-9ddf-0242ac1c000c,2022-10-31,Activo,873
221,8c27475c-74f4-11ed-9ddf-0242ac1c000c,2022-01-28,Inactivo,823
222,8c274806-74f4-11ed-9ddf-0242ac1c000c,2022-10-22,Inactivo,565
223,8c2748ba-74f4-11ed-9ddf-0242ac1c000c,2022-11-23,Activo,464
224,8c27496e-74f4-11ed-9ddf-0242ac1c000c,2022-04-27,Activo,448
225,8c274a22-74f4-11ed-9ddf-0242ac1c000c,2022-04-14,Inactivo,894
226,8c274acc-74f4-11ed-9ddf-0242ac1c000c,2022-03-10,Activo,965
227,8c274b80-74f4-11ed-9ddf-0242ac1c000c,2022-04-12,Activo,836
228,8c274c34-74f4-11ed-9ddf-0242ac1c000c,2022-02-06,Inactivo,982
229,8c274ce8-74f4-11ed-9ddf-0242ac1c000c,2022-06-21,Activo,824
230,8c274d9c-74f4-11ed-9ddf-0242ac1c000c,2022-05-19,Activo,972
231,8c274e50-74f4-11ed-9ddf-0242ac1c000c,2022-01-31,Activo,809
232,8c274f18-74f4-11ed-9ddf-0242ac1c000c,2022-11-19,Inactivo,480
233,8c274fcc-74f4-11ed-9ddf-0242ac1c000c,2022-02-03,Activo,871
234,8c27508a-74f4-11ed-9ddf-0242ac1c000c,2022-10-18,Activo,405
235,8c27513e-74f4-11ed-9ddf-0242ac1c000c,2022-10-21,Activo,817
236,8c2751f2-74f4-11ed-9ddf-0242ac1c000c,2022-01-13,Inactivo,699
237,8c2752f6-74f4-11ed-9ddf-0242ac1c000c,2022-04-15,Activo,421
238,8c27538c-74f4-11ed-9ddf-0242ac1c000c,2022-09-09,Inactivo,884
239,8c27542c-74f4-11ed-9ddf-0242ac1c000c,2022-09-12,Activo,922
240,8c2754e0-74f4-11ed-9ddf-0242ac1c000c,2022-08-12,Inactivo,444
241,8c275594-74f4-11ed-9ddf-0242ac1c000c,2022-08-24,Inactivo,655
242,8c2756c0-74f4-11ed-9ddf-0242ac1c000c,2022-03-22,Inactivo,635
243,8c275792-74f4-11ed-9ddf-0242ac1c000c,2022-10-28,Activo,526
244,8c275846-74f4-11ed-9ddf-0242ac1c000c,2022-02-17,Inactivo,453
245,8c2758fa-74f4-11ed-9ddf-0242ac1c000c,2022-09-11,Inactivo,508
246,8c2759ae-74f4-11ed-9ddf-0242ac1c000c,2022-04-21,Activo,746
247,8c275a62-74f4-11ed-9ddf-0242ac1c000c,2022-04-21,Activo,416
248,8c275b16-74f4-11ed-9ddf-0242ac1c000c,2022-01-06,Activo,981
249,8c275bca-74f4-11ed-9ddf-0242ac1c000c,2022-07-21,Activo,807
250,8c275c9c-74f4-11ed-9ddf-0242ac1c000c,2022-10-11,Inactivo,748
251,8c275d50-74f4-11ed-9ddf-0242ac1c000c,2022-04-13,Activo,451
252,8c275dfa-74f4-11ed-9ddf-0242ac1c000c,2022-06-20,Activo,730
253,8c275eae-74f4-11ed-9ddf-0242ac1c000c,2022-11-19,Inactivo,951
254,8c275fa8-74f4-11ed-9ddf-0242ac1c000c,2022-06-19,Activo,924
255,8c27605c-74f4-11ed-9ddf-0242ac1c000c,2022-08-15,Inactivo,637
256,8c276110-74f4-11ed-9ddf-0242ac1c000c,2022-07-02,Inactivo,523
257,8c2761c4-74f4-11ed-9ddf-0242ac1c000c,2022-04-09,Activo,770
258,8c27626e-74f4-11ed-9ddf-0242ac1c000c,2022-03-05,Inactivo,532
259,8c276322-74f4-11ed-9ddf-0242ac1c000c,2022-05-13,Inactivo,458
260,8c2763d6-74f4-11ed-9ddf-0242ac1c000c,2022-03-08,Activo,455
261,8c276480-74f4-11ed-9ddf-0242ac1c000c,2022-01-28,Inactivo,999
262,8c27653e-74f4-11ed-9ddf-0242ac1c000c,2022-11-17,Activo,592
263,8c2765f2-74f4-11ed-9ddf-0242ac1c000c,2022-08-08,Activo,805
264,8c27669c-74f4-11ed-9ddf-0242ac1c000c,2022-11-19,Activo,968
265,8c276750-74f4-11ed-9ddf-0242ac1c000c,2022-10-16,Inactivo,803
266,8c276804-74f4-11ed-9ddf-0242ac1c000c,2022-07-19,Inactivo,536
267,8c2768ae-74f4-11ed-9ddf-0242ac1c000c,2022-10-17,Inactivo,922
268,8c276958-74f4-11ed-9ddf-0242ac1c000c,2022-01-31,Activo,601
269,8c276a0c-74f4-11ed-9ddf-0242ac1c000c,2022-09-04,Inactivo,931
270,8c276af2-74f4-11ed-9ddf-0242ac1c000c,2022-09-28,Inactivo,931
271,8c276c46-74f4-11ed-9ddf-0242ac1c000c,2022-04-02,Activo,801
272,8c276d18-74f4-11ed-9ddf-0242ac1c000c,2022-07-09,Activo,662
273,8c276dd6-74f4-11ed-9ddf-0242ac1c000c,2022-01-11,Inactivo,607
274,8c276e94-74f4-11ed-9ddf-0242ac1c000c,2022-11-16,Activo,848
275,8c276f48-74f4-11ed-9ddf-0242ac1c000c,2022-02-10,Inactivo,917
276,8c276ffc-74f4-11ed-9ddf-0242ac1c000c,2022-03-05,Inactivo,522
277,8c2770a6-74f4-11ed-9ddf-0242ac1c000c,2022-05-18,Inactivo,820
278,8c27715a-74f4-11ed-9ddf-0242ac1c000c,2022-01-03,Inactivo,934
279,8c27720e-74f4-11ed-9ddf-0242ac1c000c,2022-02-10,Inactivo,874
280,8c2772b8-74f4-11ed-9ddf-0242ac1c000c,2022-07-01,Activo,837
281,8c27736c-74f4-11ed-9ddf-0242ac1c000c,2022-04-11,Inactivo,914
282,8c277416-74f4-11ed-9ddf-0242ac1c000c,2022-08-08,Inactivo,613
283,8c2774c0-74f4-11ed-9ddf-0242ac1c000c,2022-05-05,Activo,429
284,8c27756a-74f4-11ed-9ddf-0242ac1c000c,2022-09-01,Inactivo,466
285,8c27761e-74f4-11ed-9ddf-0242ac1c000c,2022-10-17,Inactivo,992
286,8c2776dc-74f4-11ed-9ddf-0242ac1c000c,2022-10-15,Inactivo,889
287,8c277790-74f4-11ed-9ddf-0242ac1c000c,2022-06-06,Inactivo,664
288,8c27788a-74f4-11ed-9ddf-0242ac1c000c,2022-06-25,Inactivo,558
289,8c27793e-74f4-11ed-9ddf-0242ac1c000c,2022-03-18,Activo,564
290,8c2779fc-74f4-11ed-9ddf-0242ac1c000c,2022-06-22,Activo,770
291,8c277ab0-74f4-11ed-9ddf-0242ac1c000c,2022-09-20,Activo,539
292,8c277b5a-74f4-11ed-9ddf-0242ac1c000c,2022-03-20,Inactivo,515
293,8c277c0e-74f4-11ed-9ddf-0242ac1c000c,2022-06-08,Inactivo,763
294,8c277cc2-74f4-11ed-9ddf-0242ac1c000c,2022-08-09,Inactivo,956
295,8c277df8-74f4-11ed-9ddf-0242ac1c000c,2022-02-27,Inactivo,793
296,8c277ec0-74f4-11ed-9ddf-0242ac1c000c,2022-08-16,Activo,815
297,8c277f74-74f4-11ed-9ddf-0242ac1c000c,2022-08-28,Activo,439
298,8c278032-74f4-11ed-9ddf-0242ac1c000c,2022-07-26,Activo,531
299,8c2780e6-74f4-11ed-9ddf-0242ac1c000c,2022-06-04,Inactivo,593
300,8c27819a-74f4-11ed-9ddf-0242ac1c000c,2022-05-18,Inactivo,924
301,8c278244-74f4-11ed-9ddf-0242ac1c000c,2022-04-02,Inactivo,554
302,8c2782f8-74f4-11ed-9ddf-0242ac1c000c,2022-05-29,Activo,781
303,8c2783a2-74f4-11ed-9ddf-0242ac1c000c,2022-06-20,Inactivo,551
304,8c278456-74f4-11ed-9ddf-0242ac1c000c,2022-07-15,Inactivo,473
305,8c27853c-74f4-11ed-9ddf-0242ac1c000c,2022-09-14,Activo,934
306,8c2785f0-74f4-11ed-9ddf-0242ac1c000c,2022-04-08,Activo,782
307,8c27869a-74f4-11ed-9ddf-0242ac1c000c,2022-02-14,Activo,675
308,8c27874e-74f4-11ed-9ddf-0242ac1c000c,2022-04-09,Activo,702
309,8c278802-74f4-11ed-9ddf-0242ac1c000c,2022-06-06,Inactivo,594
310,8c2788c0-74f4-11ed-9ddf-0242ac1c000c,2022-02-26,Inactivo,605
311,8c278974-74f4-11ed-9ddf-0242ac1c000c,2022-10-24,Activo,599
